"EcoPortCode","ScientificName","AUTH","FAMNAME","SYNO","COMNAME","LIFO","HABI","LISPA","PHYS","CAT","PLAT","TOPMN","TOPMX","TMIN","TMAX","ROPMN","ROPMX","RMIN","RMAX","PHOPMN","PHOPMX","PHMIN","PHMAX","LATOPMN","LATOPMX","LATMN","LATMX","ALTMX","LIOPMN","LIOPMX","LIMN","LIMX","DEP","DEPR","TEXT","TEXTR","FER","FERR","TOX","TOXR","SAL","SALR","DRA","DRAR","KTMPR","KTMP","PHOTO","CLIZ","ABITOL","ABISUS","INTRI","PROSY","GMIN","GMAX"
8882,"Portulaca quadrifida L.","","Magnoliopsida:Caryophyllidae:Caryophyllales:Portulacaceae","Portulaca walteriana Poelln.","","herb","prostrate/procumbent/semi-erect","annual","multi stem, C4 photosynthesis","forage/pasture, vegetables, ornamentals/turf, medicinals & aromatic, weed","grown on small scale",22,32,16,36,1500,2000,1000,2500,5.5,6.5,4.5,7.5,NA,NA,20,20,NA,"very bright","very bright","very bright","clear skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","can become a weed","",21,120
8894,"Potentilla anserina","L.","Magnoliopsida:Rosidae:Rosales:Rosaceae","Potentilla argentina Huds., Argentina vulgaris Lam.","silverweed, wild tansy, goose tansy, argentine, Gaensefingerkraut, anserina, ancarinha, pe' de ganso, tanaceto bravo, Gaenserich, Anserinae herba","herb","prostrate/procumbent/semi-erect","perennial","","medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,6,8,5.5,8.5,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"","temperate oceanic (Do)","","","","",0,0
8912,"Pouteria lucuma","O. Ktze.","","Pouteria obovata Baehni, Pouteria insignis Baehni, Lucuma obovata HBK., Lucuma bifera Mol, Lucuma turbinata Molina, Richardella lucuma (R. & P.) Aubreville., Achras lucuma Ruiz & Pavón","lucuma, lucumo, lucma, rucma, mamón","tree","erect","perennial","evergreen, single stem","fruits & nuts, forest/wood","grown on small scale",21,27,11,36,900,1500,300,2300,6.5,7.5,6,8.5,NA,NA,30,33,3000,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)",-5,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs)","","","","home garden, small scale (manual)",120,240
8917,"Pouteria sapota","(Jacq.) H. More & Stearn","","","sapote, mammee zapote, marmalade plum, zapote, mamey zapoteo, mamey colorado, zapota grande, sapota grande, unique', grosse sapote","tree","erect","perennial","evergreen, deciduous, single stem","fruits & nuts, forest/wood","grown on small scale, harvested from wild",24,30,15,36,2000,3300,800,4000,6,6.5,5,7,10,NA,20,25,1400,"clear skies","cloudy skies","clear skies","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-2,0,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","home garden",365,365
8933,"Primula veris","L.","Magnoliopsida:Dilleniidae:Primulales:Primulaceae","Primula officinalis (L.) Hill.","European cowslip, English cowslip, yellow Star-of-Bethlehem, pagle, palsywort, primevere officinale, coucou, schluesselblume, margarida dos prados, primavera, bem-me-quer","herb","erect","perennial","","ornamentals/turf, medicinals & aromatic","grown on small scale",NA,NA,NA,NA,NA,NA,NA,NA,6.5,8,6,8.5,NA,NA,NA,NA,NA,"cloudy skies","clear skies","light shade","very bright","","","","","","","","","","","","",NA,NA,"","","","","","home garden",0,0
8944,"Prosopis africana","(Guill. & Perr.) Taubert","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","deciduous, single stem","forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","",22,35,18,40,300,500,200,700,5.5,7,5,7.5,5,5,20,30,1000,"very bright","very bright","very bright","very bright","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light, wide","heavy, medium, light, wide","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"","tropical wet & dry (Aw), steppe or semiarid (Bs)","","","","",365,365
8946,"Prosopis chilensis","(Molina) Stuntz","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","deciduous, single stem, C3 photosynthesis","forage/pasture, fruits & nuts, materials, ornamentals/turf, forest/wood, environmental","grown on small scale",22,30,12,45,300,500,200,600,6.5,7.5,6,8.5,5,15,30,25,2900,"very bright","very bright","very bright","very bright","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","medium, light","low","low","","","low (<4 dS/m)","high (>10 dS/m))","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-5,-1,"short day (<12 hours)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","drought","","can become a weed","",90,180
8947,"Prosopis cineraria","(L.) Druce","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","deciduous, single stem, C3 photosynthesis","forage/pasture, forest/wood, environmental","grown on small scale",28,45,6,50,400,800,100,900,6.5,8.5,5.5,9.8,10,10,30,30,600,"very bright","very bright","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-6,-1,"short day (<12 hours)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","wind, drought","","","",70,210
8951,"Prosopis juliflora","(Sw.) DC.","Magnoliopsida:Rosidae:Fabales:Leguminosae","Algarobia juliflora (Swartz) Benth. ex Heynh., Mimosa juliflora Swartz., Mimosa salinarum Vahl., Netuma juliflora (Swartz) Raf., Prosopis cumanensis Kunth., Prosopis dominguensis DC., Prosopis vidaliana Naves.","algarroba, vilayati babul","tree","erect","perennial","evergreen, deciduous, single stem, C3 photosynthesis","forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood","grown on large scale",22,35,14,45,300,750,150,1200,6.5,7.5,5.5,8.5,NA,NA,30,35,2900,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","low","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",2,0,"short day (<12 hours)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)","","","","",120,180
8952,"Prosopis nigra","Griseb. ex Hieron","Leguminosae","Prosopis algarrobilla var. nigra","Algarroba Negro","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,"","","","","","",0,0
8953,"Prosopis pallida","(H.B. ex Willd.) Kunth","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","shrub, tree","erect","perennial","deciduous, single stem, multi stem, C3 photosynthesis","pulses (grain legumes), forage/pasture, materials, ornamentals/turf, forest/wood, environmental, weed","grown on small scale",22,28,19,32,500,1000,250,1250,5.5,6,5,6.7,NA,NA,22,22,600,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","high (>10 dS/m))","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-2,-1,"short day (<12 hours)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","drought, grazing/browsing","wind","can become a weed","",100,240
8955,"Prosopis spicigera","L.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","evergreen, single stem","forest/wood","",25,35,5,50,250,500,100,875,5.5,6,5,6.7,15,15,30,30,NA,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-4,-1,"short day (<12 hours)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","","","","",120,210
8958,"Prosopis tamarugo","F. Philippi","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","deciduous, single stem, C3 photosynthesis","forage/pasture, vegetables, forest/wood, environmental, weed","",18,32,8,36,150,250,100,300,7,8,6.5,8.5,18,18,35,43,2500,"very bright","very bright","very bright","very bright","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","low","low","","","low (<4 dS/m)","high (>10 dS/m))","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-12,-1,"short day (<12 hours)","desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)","","","can become a weed","",60,120
8959,"Prosopis velutina","Wooton","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","single stem, C3 photosynthesis","forest/wood","",23,28,19,34,500,800,340,1100,5.5,6.5,5,7,NA,NA,NA,NA,NA,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","medium","low","low","","","low (<4 dS/m)","high (>10 dS/m))","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs)","","","","",150,240
8965,"Prunus avium","L.","Magnoliopsida:Rosidae:Rosales:Rosaceae","Cerasus avium (L.) Moench, Cerasus dulcis Gaertn.","gean, heart cherry, sweet cherry, mazzard cherry, fugle kirsebær, cereja doce, cereja galega, Kirsche, Cerasorum stipites","tree","erect","perennial","deciduous, single stem","fruits & nuts, medicinals & aromatic, forest/wood","grown on large scale, harvested from wild",18,28,6,40,500,900,300,1500,5.5,6.5,4.5,7,NA,40,NA,60,NA,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-3,0,"","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",180,240
8967,"Prunus capuli","Cav. ex Spreng.","Magnoliopsida:Rosidae:Rosales:Rosaceae","Prunus serotina ssp. capuli R. Mc Vaugh., Prunus serotina var. salicifolia Koehne","capulin, capuli cherry, American cherry, capulin black cherry, capulin cherry, cerisier capulin, cereza, cereza común, guinda, capulí, cerezo, cereza criolla, cereza de los Andes, muji, detsé, detzé, taunday, jonote, puan, palman, xengua, murmuntu, ussum, kapollinkirsche, Mexican traubenkirsche","tree","erect","perennial","deciduous, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood","grown on small scale",10,22,8,30,400,1800,300,2200,5.5,6.5,5,7.5,24,20,38,42,3400,"clear skies","very bright","cloudy skies","very bright","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-20,0,"not sensitive","subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","","","","home garden, small scale (manual)",0,0
8970,"Prunus cerasus","L.","Magnoliopsida:Rosidae:Rosales:Rosaceae","","sour cherry, pie-cherry, cerisier commun, ginjeira da ginjas galegas","tree","erect","perennial","deciduous, single stem","fruits & nuts, materials, forest/wood","grown on small scale, harvested from wild",15,25,4,30,800,1600,500,2700,6,6.5,4.5,7.5,45,30,60,60,800,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-10,-4,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do)","","","","",180,240
8980,"Prunus laurocerasus","L.","Magnoliopsida:Rosidae:Rosales:Rosaceae","Padus laurocerasus Mill.","cherry laurel, louro-cerejo","shrub","prostrate/procumbent/semi-erect","perennial","","ornamentals/turf, medicinals & aromatic","grown on small scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,"","","","","","home garden, large scale/commercial",0,0
8983,"Prunus mume","Siebold & Zucc.","Magnoliopsida:Rosidae:Rosales:Rosaceae","","Japanese apricot, mume, alperceiro do Japao","shrub, tree","erect","perennial","single stem, multi stem","fruits & nuts, ornamentals/turf","",18,34,6,38,800,1000,600,1200,5,6.5,4.5,7,20,10,40,40,2000,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-2,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs)","","","","",180,210
8992,"Prunus salicina","Lindley","Magnoliopsida:Rosidae:Rosales:Rosaceae","","Japanese plum, ameixeira do Japao","shrub, tree","erect","perennial","deciduous, single stem, multi stem","fruits & nuts, ornamentals/turf","",18,34,6,38,750,900,650,1100,5.5,6.5,4.5,7.5,10,20,40,40,3000,"very bright","very bright","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-4,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","","","","",180,240
8995,"Prunus spinosa","(L.) Walt.","Magnoliopsida:Rosidae:Rosales:Rosaceae","","sloe, blackthorn, skeg, prunellier, Schlehdorn, slåen, abrunheiro bravo, espinheiro negro, endrino, Cortex acaciae nostratis, Pruni spinosae folium, Pruni spinosae flos, Pruni spinosae fructus","shrub","prostrate/procumbent/semi-erect","perennial","deciduous, multi stem","fruits & nuts, medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,35,58,60,NA,"","","","","","","","","","","","","","","","",NA,NA,"","temperate oceanic (Do)","","","","",0,0
9001,"Psathyrostachys juncea","(Fischer) Nevski","Liliopsida:Commelinidae:Cyperales:Gramineae","","","grass","","perennial","multi stem","forage/pasture, environmental","",9,22,2,28,500,900,300,1100,6,7,5.3,7.8,40,NA,60,NA,NA,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-10,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","grazing/browsing, trampling","","","",90,150
9018,"Psidium friedrichsthalianum","(O. Berg.) Niedenzu","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","tree","erect","perennial","single stem","fruits & nuts, ornamentals/turf, forest/wood","harvested from wild",22,28,16,31,1200,1600,640,2670,6.5,7.2,6,7.7,8,NA,20,20,1000,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","flooding","","","",150,210
9029,"Psoralea patens","Lindl.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","herb","","perennial","multi stem","forage/pasture","",20,28,5,35,450,750,400,1000,7,7.5,6.5,8,10,10,40,40,600,"clear skies","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-2,-1,"short day (<12 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)","","","","",90,150
9041,"Pterocarpus angolensis","DC.","Magnoliopsida:Rosidae:Fabales:Leguminosae","Pterocarpus angolensis subsp. latifoliolatus De Wild., Pterocarpus bussei Harms, Pterocarpus dekindtianus Harms","kiaat, wild teak, bloodwood, paddle-wood, sealing-wax tree, Transvaal teak, african teak, bloedhout, dolfhout, greinhout, kajatenhout, lakhout, wilde-kiaat, umVangati, umVangatsi, umWangati, morôtô, mmilo, mvhangazi, mokwa, morotômadi, mutondo, muvhangazi, murotso, mukwa, umVangazi, umBilo, mninga, mutete, mtumbati","tree","erect","perennial","deciduous, single stem","forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","",15,32,12,38,700,1500,500,2000,5.5,7,5,7.5,10,5,30,35,1650,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)",-1,-1,"","tropical wet & dry (Aw)","fire","","","",365,365
9042,"Pterocarpus dalbergioides","","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","evergreen, semi evergreen, single stem","vegetables, materials, medicinals & aromatic, forest/wood","",22,32,15,37,3000,3500,2500,4000,5.5,6.5,5,7.5,5,NA,15,20,100,"very bright","clear skies","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",270,300
9043,"Pterocarpus erinaceus","Poiret","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","shrub, tree","erect","perennial","deciduous, single stem","forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","",22,32,15,36,800,1600,600,4000,5,5.5,4.5,6.5,NA,NA,20,20,600,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",240,270
9044,"Pterocarpus lucens","Lepr. ex Guill. & Perr.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","shrub, tree","erect","perennial","deciduous, single stem, multi stem","forage/pasture, vegetables, medicinals & aromatic","",15,32,12,40,400,700,250,900,5.5,7,5,7.5,5,NA,20,30,3000,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","light","light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","","","","",365,365
9045,"Pterocarpus macrocarpus","Ku.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","deciduous, single stem","forest/wood","",24,34,8,44,1500,2500,875,5000,5.5,6.5,5,7.5,10,10,30,30,850,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",270,300
9046,"Pterocarpus marsupium","Roxb.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","deciduous, single stem","materials, forest/wood","",22,32,4,47,1000,1500,750,2000,6,7,5.5,7.5,10,10,25,25,1200,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw)","","","","",270,300
9048,"Pterocarpus santalinoides","L'Hérit. ex DC","Leguminosae","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,"","","","","","",0,0
9049,"Pterocarpus santalinus","L. f.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","tree","erect","perennial","deciduous, single stem","materials, medicinals & aromatic","",26,32,7,46,1000,1900,875,2800,5,5.5,4.5,6.5,5,5,20,20,1000,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-1,-1,"short day (<12 hours)","tropical wet & dry (Aw)","","","","",240,270
9065,"Puccinellia tenuiflora","(S.)","Liliopsida:Commelinidae:Cyperales:Gramineae","","","grass","erect","perennial","multi stem","forage/pasture","",16,26,6,35,300,500,250,600,7,8,6.5,8.5,35,35,50,50,2000,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium","medium","high","moderate","","","low (<4 dS/m)","high (>10 dS/m))","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-20,-5,"long day (>14 hours)","steppe or semiarid (Bs), temperate continental (Dc)","flooding","","","",120,180
9068,"Pulmonaria officinalis","Michaux","Magnoliopsida:Asteridae:Lamiales:Boraginaceae","","common lungwort, lungwort, spotted dog, blue lungwort, Joseph-and-Mary, lungeurt, erva dos bofes, pulmonaria, Lungenkraut, pulmonary, Pulmonariae folium, Pulmonairae herba","herb","erect","perennial","multi stem","medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,42,55,58,NA,"","","","","","","","","","","","","","","","",NA,NA,"","subtropical dry summer (Cs), temperate oceanic (Do)","","","","",0,0
9086,"Pyrus pyrifolia","(Burm. f.) Nakai","Magnoliopsida:Rosidae:Rosales:Rosaceae","","Chinese pear, Japanese pear, Asian pear, Oriental pear, sand pear, Japanese sand pear, pera chinesa, peral de las arenas, nashi","tree","erect","perennial","deciduous, single stem","forest/wood","grown on large scale",17,25,7,40,600,900,400,2100,5.5,6.5,5,7,30,NA,45,NA,NA,"very bright","very bright","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-35,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",150,180
9096,"Quercus agrifolia","Nee","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","California live oak, Coast live oak, Encina, sobreiro da California","tree","erect","perennial","evergreen, single stem","fruits & nuts, materials, ornamentals/turf, forest/wood, environmental","",10,30,5,35,500,1000,300,1500,5.5,6.5,5,7,32,30,40,42,1700,"cloudy skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","medium, organic","heavy, medium, light, wide, organic","high","moderate","low (6-15% of CEC)","low (6-15% of CEC)","","","well (dry spells)","well (dry spells)",NA,NA,"","steppe or semiarid (Bs), subtropical dry summer (Cs)","","","","",0,0
9097,"Quercus alba","L.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","white oak, Quebec oak, stave oak, chene blanc, chene du Quebec, carvalho branco","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, materials, ornamentals/turf, forest/wood, environmental","grown on small scale",12,28,7,32,900,1300,750,2000,5.5,7,5,8,32,30,43,45,1800,"clear skies","very bright","cloudy skies","very bright","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light, wide","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"","subtropical humid (Cf), temperate oceanic (Do), temperate continental (Dc)","","drought, flooding","","",150,270
9098,"Quercus bicolor","Willd.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","swamp white oak, basket oak, rock oak, viminaria","tree","erect","perennial","deciduous, single stem","forage/pasture, forest/wood, environmental","",15,28,10,40,750,1200,650,1300,6.5,7.5,6,8,35,33,40,42,1400,"cloudy skies","clear skies","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light, wide, organic","heavy, medium, light, wide, organic","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-34,-1,"","temperate oceanic (Do), temperate continental (Dc)","flooding","","","",120,210
9107,"Quercus dilatata","Lindl.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","","tree","erect","perennial","evergreen, single stem","forest/wood","",15,25,2,32,1500,2000,1100,2400,5,6,4.5,7,30,30,40,40,3000,"very bright","light shade","very bright","heavy shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-8,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), temperate continental (Dc)","","","","",150,240
9114,"Quercus ilex","L.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","holly oak, holm oak, holm, evergreen oak, chene vert, leccio, Steineiche, azinheira, azinho","shrub, tree","erect","perennial","evergreen, single stem, multi stem","forest/wood, environmental","",14,32,4,36,450,700,375,750,6,7,5.5,7.5,NA,NA,NA,NA,3000,"very bright","cloudy skies","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-5,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do)","","","","",120,180
9118,"Quercus incana","Roxb.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","blue jack oak, sand jack oak, high-ground willow oak, upland willow oak","tree","erect","perennial","evergreen, single stem","forest/wood","",15,25,2,38,1500,2500,1000,3000,5,6,4.5,7,25,25,40,40,2700,"very bright","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","high","low","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-7,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), temperate continental (Dc)","","","","",160,240
